"filename","VerifiedTarget","LLMresponse","status","attempts","CharDiff"
"Basic.coe_eq_one.lean","import Mathlib

variable {R' : Type u'} {R : Type u} {A : Type v} {B : Type w} {C : Type w'}

variable [CommSemiring R]

variable [Semiring A] [Algebra R A] [Semiring B] [Algebra R B] [Semiring C] [Algebra R C]

variable (S : Subalgebra R A)

theorem coe_eq_one {x : S} : (x : A) = 1 ↔ x = 1 := OneMemClass.coe_eq_one
","import Mathlib

variable {R' : Type u'} {R : Type u} {A : Type v} {B : Type w} {C : Type w'}

variable [CommSemiring R]

variable [Semiring A] [Algebra R A] [Semiring B] [Algebra R B] [Semiring C] [Algebra R C]

variable (S : Subalgebra R A)

theorem coe_eq_one {x : S} : (x : A) = 1 ↔ x = 1 := by
  constructor
  · intro hx
    ext
    simpa using hx
  · intro hx
    simpa [hx]
","PASS","1","62"
"Basic.coe_iInf.lean","import Mathlib

variable {K : Type u} {L : Type v} {M : Type w}

variable [DivisionRing K] [DivisionRing L] [DivisionRing M]

theorem coe_iInf {ι : Sort*} {S : ι → Subfield K} : (↑(⨅ i, S i) : Set K) = ⋂ i, S i := by
  simp only [iInf, Subfield.coe_sInf, Set.biInter_range]
","import Mathlib

variable {K : Type u} {L : Type v} {M : Type w}

variable [DivisionRing K] [DivisionRing L] [DivisionRing M]

theorem coe_iInf {ι : Sort*} {S : ι → Subfield K} : (↑(⨅ i, S i) : Set K) = ⋂ i, S i := by
  ext x
  simp [Subfield.mem_iInf]
","PASS","1","-22"
"Basic.coe_iSup_of_directed.lean","import Mathlib

variable {K : Type u} {L : Type v} {M : Type w}

variable [DivisionRing K] [DivisionRing L] [DivisionRing M]

theorem coe_iSup_of_directed {ι} [hι : Nonempty ι] {S : ι → Subfield K} (hS : Directed (· ≤ ·) S) :
    ((⨆ i, S i : Subfield K) : Set K) = ⋃ i, ↑(S i) := Set.ext fun x => by simp [Subfield.mem_iSup_of_directed hS]
","import Mathlib

variable {K : Type u} {L : Type v} {M : Type w}

variable [DivisionRing K] [DivisionRing L] [DivisionRing M]

theorem coe_iSup_of_directed {ι} [hι : Nonempty ι] {S : ι → Subfield K} (hS : Directed (· ≤ ·) S) :
    ((⨆ i, S i : Subfield K) : Set K) = ⋃ i, ↑(S i) := by
  ext x
  simp only [Set.mem_iUnion]
  exact show x ∈ (⨆ i, S i) ↔ ∃ i, x ∈ S i by
    simpa using Subfield.mem_iSup_of_directed hS
","PASS","2","75"
"Basic.coe_list_prod.lean","import Mathlib

open scoped Pointwise

variable {F α β γ : Type*}

variable [DecidableEq α] [DecidableEq β]

variable [Monoid α] {s t : Finset α} {a : α} {m n : ℕ}

theorem coe_list_prod (s : List (Finset α)) : (↑s.prod : Set α) = (s.map (↑)).prod := map_list_prod (Finset.coeMonoidHom : Finset α →* Set α) _
","import Mathlib

open scoped Pointwise

variable {F α β γ : Type*}

variable [DecidableEq α] [DecidableEq β]

variable [Monoid α] {s t : Finset α} {a : α} {m n : ℕ}

theorem coe_list_prod (s : List (Finset α)) : (↑s.prod : Set α) = (s.map (↑)).prod := by
  induction s with
  | nil =>
      ext x
      simp
  | cons a s ih =>
      ext x
      simp [ih, mul_assoc]
","PASS","1","56"
"Basic.coe_of_apply.lean","import Mathlib

variable (ι : Type v) (β : ι → Type w)

variable [∀ i, AddCommMonoid (β i)]

theorem coe_of_apply {M S : Type*} [DecidableEq ι] [AddCommMonoid M] [SetLike S M]
    [AddSubmonoidClass S M] {A : ι → S} (i j : ι) (x : A i) :
    (DirectSum.of (fun i ↦ {x // x ∈ A i}) i x j : M) = if i = j then x else 0 := by
  obtain rfl | h := Decidable.eq_or_ne j i
  · rw [DirectSum.of_eq_same, if_pos rfl]
  · rw [DirectSum.of_eq_of_ne _ _ _ h, if_neg h.symm, ZeroMemClass.coe_zero, ZeroMemClass.coe_zero]
","FAIL
import Mathlib

variable (ι : Type v) (β : ι → Type w)

variable [∀ i, AddCommMonoid (β i)]

theorem coe_of_apply {M S : Type*} [DecidableEq ι] [AddCommMonoid M] [SetLike S M]
    [AddSubmonoidClass S M] {A : ι → S} (i j : ι) (x : A i) :
    (DirectSum.of (fun i ↦ {x // x ∈ A i}) i x j : M) = if i = j then x else 0 := by
  classical
  by_cases h : i = j
  · subst h
    simp [DirectSum.of]
  · simp [DirectSum.of, h]
","FAIL","3","-84"
"Basic.coe_pow.lean","import Mathlib

open scoped Pointwise

variable {F α β γ : Type*}

variable [DecidableEq α] [DecidableEq β]

variable [Monoid α] {s t : Finset α} {a : α} {m n : ℕ}

theorem coe_pow (s : Finset α) (n : ℕ) : ↑(s ^ n) = (s : Set α) ^ n := by
  change ↑(npowRec n s) = (s : Set α) ^ n
  induction n with
  | zero => rw [npowRec, pow_zero, Finset.coe_one]
  | succ n ih => rw [npowRec, pow_succ, Finset.coe_mul, ih]
","import Mathlib

open scoped Pointwise

variable {F α β γ : Type*}

variable [DecidableEq α] [DecidableEq β]

variable [Monoid α] {s t : Finset α} {a : α} {m n : ℕ}

theorem coe_pow (s : Finset α) (n : ℕ) : ↑(s ^ n) = (s : Set α) ^ n := by
  induction n with
  | zero =>
      ext x
      simp
  | succ n ih =>
      ext x
      simp [pow_succ, ih]
","PASS","1","-63"
"Basic.coe_sInf.lean","import Mathlib

variable {K : Type u} {L : Type v} {M : Type w}

variable [DivisionRing K] [DivisionRing L] [DivisionRing M]

theorem coe_sInf (S : Set (Subfield K)) : ((sInf S : Subfield K) : Set K) = ⋂ s ∈ S, ↑s := show ((sInf (Subfield.toSubring '' S) : Subring K) : Set K) = ⋂ s ∈ S, ↑s by simp
","FAIL
import Mathlib

variable {K : Type u} {L : Type v} {M : Type w}

variable [DivisionRing K] [DivisionRing L] [DivisionRing M]

theorem coe_sInf (S : Set (Subfield K)) : ((sInf S : Subfield K) : Set K) = ⋂ s ∈ S, ↑s := by
  ext x
  simp only [Set.mem_iInter, Set.mem_setOf_eq]
  constructor
  · intro hx s
    simp only [Set.mem_iInter]
    intro hs
    exact hx hs
  · intro hx
    intro s hs
    exact hx s hs
","FAIL","3","116"
"Basic.coe_sSup_of_directedOn.lean","import Mathlib

variable {K : Type u} {L : Type v} {M : Type w}

variable [DivisionRing K] [DivisionRing L] [DivisionRing M]

theorem coe_sSup_of_directedOn {S : Set (Subfield K)} (Sne : S.Nonempty)
    (hS : DirectedOn (· ≤ ·) S) : (↑(sSup S) : Set K) = ⋃ s ∈ S, ↑s := Set.ext fun x => by simp [Subfield.mem_sSup_of_directedOn Sne hS]
","FAIL
import Mathlib

variable {K : Type u} {L : Type v} {M : Type w}

variable [DivisionRing K] [DivisionRing L] [DivisionRing M]

theorem coe_sSup_of_directedOn {S : Set (Subfield K)} (Sne : S.Nonempty)
    (hS : DirectedOn (· ≤ ·) S) : (↑(sSup S) : Set K) = ⋃ s ∈ S, ↑s := by
  ext x
  simp only [Set.mem_iUnion]
  constructor
  · intro hx
    exact (Subfield.mem_sSup_of_directedOn Sne hS).mp hx
  · intro hx
    exact (Subfield.mem_sSup_of_directedOn Sne hS).mpr hx
","FAIL","3","134"
"Basic.comap_comap.lean","import Mathlib

variable {k V₁ P₁ V₂ P₂ V₃ P₃ : Type*} [Ring k]

variable [AddCommGroup V₁] [Module k V₁] [AddTorsor V₁ P₁]

variable [AddCommGroup V₂] [Module k V₂] [AddTorsor V₂ P₂]

variable [AddCommGroup V₃] [Module k V₃] [AddTorsor V₃ P₃]

theorem comap_comap (s : AffineSubspace k P₃) (f : P₁ →ᵃ[k] P₂) (g : P₂ →ᵃ[k] P₃) :
    (s.comap g).comap f = s.comap (g.comp f) := rfl
","import Mathlib

variable {k V₁ P₁ V₂ P₂ V₃ P₃ : Type*} [Ring k]

variable [AddCommGroup V₁] [Module k V₁] [AddTorsor V₁ P₁]

variable [AddCommGroup V₂] [Module k V₂] [AddTorsor V₂ P₂]

variable [AddCommGroup V₃] [Module k V₃] [AddTorsor V₃ P₃]

theorem comap_comap (s : AffineSubspace k P₃) (f : P₁ →ᵃ[k] P₂) (g : P₂ →ᵃ[k] P₃) :
    (s.comap g).comap f = s.comap (g.comp f) := by
  ext x
  rfl
","PASS","1","13"
"Basic.comap_inf.lean","import Mathlib

variable {k V₁ P₁ V₂ P₂ V₃ P₃ : Type*} [Ring k]

variable [AddCommGroup V₁] [Module k V₁] [AddTorsor V₁ P₁]

variable [AddCommGroup V₂] [Module k V₂] [AddTorsor V₂ P₂]

variable [AddCommGroup V₃] [Module k V₃] [AddTorsor V₃ P₃]

theorem comap_inf (s t : AffineSubspace k P₂) (f : P₁ →ᵃ[k] P₂) :
    (s ⊓ t).comap f = s.comap f ⊓ t.comap f := (AffineSubspace.gc_map_comap f).u_inf
","import Mathlib

variable {k V₁ P₁ V₂ P₂ V₃ P₃ : Type*} [Ring k]

variable [AddCommGroup V₁] [Module k V₁] [AddTorsor V₁ P₁]

variable [AddCommGroup V₂] [Module k V₂] [AddTorsor V₂ P₂]

variable [AddCommGroup V₃] [Module k V₃] [AddTorsor V₃ P₃]

theorem comap_inf (s t : AffineSubspace k P₂) (f : P₁ →ᵃ[k] P₂) :
    (s ⊓ t).comap f = s.comap f ⊓ t.comap f := by
  ext p
  rfl
","PASS","1","-21"
"Basic.comap_map_eq_of_injective.lean","import Mathlib

variable {k V₁ P₁ V₂ P₂ V₃ P₃ : Type*} [Ring k]

variable [AddCommGroup V₁] [Module k V₁] [AddTorsor V₁ P₁]

variable [AddCommGroup V₂] [Module k V₂] [AddTorsor V₂ P₂]

variable [AddCommGroup V₃] [Module k V₃] [AddTorsor V₃ P₃]

theorem comap_map_eq_of_injective {f : P₁ →ᵃ[k] P₂} (hf : Function.Injective f)
    (s : AffineSubspace k P₁) : (s.map f).comap f = s := (AffineSubspace.gciMapComap hf).u_l_eq _
","import Mathlib

variable {k V₁ P₁ V₂ P₂ V₃ P₃ : Type*} [Ring k]

variable [AddCommGroup V₁] [Module k V₁] [AddTorsor V₁ P₁]

variable [AddCommGroup V₂] [Module k V₂] [AddTorsor V₂ P₂]

variable [AddCommGroup V₃] [Module k V₃] [AddTorsor V₃ P₃]

theorem comap_map_eq_of_injective {f : P₁ →ᵃ[k] P₂} (hf : Function.Injective f)
    (s : AffineSubspace k P₁) : (s.map f).comap f = s := by
  ext p
  constructor
  · intro hp
    rcases hp with ⟨p', hp', hfp'⟩
    exact hf (hfp'.trans (by rfl)) ▸ hp'
  · intro hp
    exact ⟨p, hp, rfl⟩
","PASS","1","109"
"Basic.comap_map_eq_self_of_injective.lean","import Mathlib

variable {R A B : Type*} [CommSemiring R] [Semiring A] [Algebra R A] [Semiring B] [Algebra R B]

theorem comap_map_eq_self_of_injective
    {f : A →ₐ[R] B} (hf : Function.Injective f) (S : Subalgebra R A) : (S.map f).comap f = S := SetLike.coe_injective (Set.preimage_image_eq _ hf)
","import Mathlib

variable {R A B : Type*} [CommSemiring R] [Semiring A] [Algebra R A] [Semiring B] [Algebra R B]

theorem comap_map_eq_self_of_injective
    {f : A →ₐ[R] B} (hf : Function.Injective f) (S : Subalgebra R A) : (S.map f).comap f = S := by
  ext x
  simp [Subalgebra.mem_comap, Subalgebra.mem_map, hf.eq_iff]
","PASS","1","21"
"Basic.comap_span.lean","import Mathlib

variable {k V₁ P₁ V₂ P₂ V₃ P₃ : Type*} [Ring k]

variable [AddCommGroup V₁] [Module k V₁] [AddTorsor V₁ P₁]

variable [AddCommGroup V₂] [Module k V₂] [AddTorsor V₂ P₂]

variable [AddCommGroup V₃] [Module k V₃] [AddTorsor V₃ P₃]

theorem comap_span (f : P₁ ≃ᵃ[k] P₂) (s : Set P₂) :
    (affineSpan k s).comap (f : P₁ →ᵃ[k] P₂) = affineSpan k (f ⁻¹' s) := by
  rw [← AffineSubspace.map_symm, AffineSubspace.map_span, AffineEquiv.coe_coe, f.image_symm]
","FAIL
import Mathlib

variable {k V₁ P₁ V₂ P₂ V₃ P₃ : Type*} [Ring k]

variable [AddCommGroup V₁] [Module k V₁] [AddTorsor V₁ P₁]

variable [AddCommGroup V₂] [Module k V₂] [AddTorsor V₂ P₂]

variable [AddCommGroup V₃] [Module k V₃] [AddTorsor V₃ P₃]

theorem comap_span (f : P₁ ≃ᵃ[k] P₂) (s : Set P₂) :
    (affineSpan k s).comap (f : P₁ →ᵃ[k] P₂) = affineSpan k (f ⁻¹' s) := by
  ext p
  change f p ∈ affineSpan k s ↔ p ∈ affineSpan k (f ⁻¹' s)
  constructor
  · intro hp
    refine affineSpan_le ?_ hp
    intro q hq
    change f q ∈ affineSpan k s
    exact AffineSubspace.subset_span hq
  · intro hp
    have hmap : (affineSpan k (f ⁻¹' s)).map (f : P₁ →ᵃ[k] P₂) = affineSpan k s := by
      rw [AffineEquiv.image_affineSpan]
      simpa [Set.image_preimage_eq_iff, f.surjective.subset_range]
    have hfp : f p ∈ (affineSpan k (f ⁻¹' s)).map (f : P₁ →ᵃ[k] P₂) := by
      rw [← hmap]
      exact ⟨p, hp, rfl⟩
    simpa using hfp
","FAIL","3","467"
"Basic.comap_supr.lean","import Mathlib

variable {k V₁ P₁ V₂ P₂ V₃ P₃ : Type*} [Ring k]

variable [AddCommGroup V₁] [Module k V₁] [AddTorsor V₁ P₁]

variable [AddCommGroup V₂] [Module k V₂] [AddTorsor V₂ P₂]

variable [AddCommGroup V₃] [Module k V₃] [AddTorsor V₃ P₃]

theorem comap_supr {ι : Sort*} (f : P₁ →ᵃ[k] P₂) (s : ι → AffineSubspace k P₂) :
    (iInf s).comap f = ⨅ i, (s i).comap f := (AffineSubspace.gc_map_comap f).u_iInf
","FAIL
import Mathlib

variable {k V₁ P₁ V₂ P₂ V₃ P₃ : Type*} [Ring k]

variable [AddCommGroup V₁] [Module k V₁] [AddTorsor V₁ P₁]

variable [AddCommGroup V₂] [Module k V₂] [AddTorsor V₂ P₂]

variable [AddCommGroup V₃] [Module k V₃] [AddTorsor V₃ P₃]

theorem comap_supr {ι : Sort*} (f : P₁ →ᵃ[k] P₂) (s : ι → AffineSubspace k P₂) :
    (iInf s).comap f = ⨅ i, (s i).comap f := by
  ext p
  change f p ∈ iInf s ↔ p ∈ iInf (fun i => (s i).comap f)
  simp [iInf]
","FAIL","3","49"
"Basic.commute_of_normal_of_disjoint.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable {N : Type*} [Group N]

theorem commute_of_normal_of_disjoint (H₁ H₂ : Subgroup G) (hH₁ : H₁.Normal) (hH₂ : H₂.Normal)
    (hdis : Disjoint H₁ H₂) (x y : G) (hx : x ∈ H₁) (hy : y ∈ H₂) : Commute x y := by
  suffices x * y * x⁻¹ * y⁻¹ = 1 by
    change x * y = y * x
    · rw [mul_assoc, mul_eq_one_iff_eq_inv] at this
      simpa
  apply hdis.le_bot
  constructor
  · suffices x * (y * x⁻¹ * y⁻¹) ∈ H₁ by simpa [mul_assoc]
    exact H₁.mul_mem hx (hH₁.conj_mem _ (H₁.inv_mem hx) _)
  · change x * y * x⁻¹ * y⁻¹ ∈ H₂
    apply H₂.mul_mem _ (H₂.inv_mem hy)
    apply hH₂.conj_mem _ hy
","FAIL
import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable {N : Type*} [Group N]

theorem commute_of_normal_of_disjoint (H₁ H₂ : Subgroup G) (hH₁ : H₁.Normal) (hH₂ : H₂.Normal)
    (hdis : Disjoint H₁ H₂) (x y : G) (hx : x ∈ H₁) (hy : y ∈ H₂) : Commute x y := by
  rw [commute_iff_eq]
  have hcomm_mem_H₁ : x * y * x⁻¹ * y⁻¹ ∈ H₁ := by
    have h1 : x * y * x⁻¹ ∈ H₁ := hH₁.conj_mem x hy
    exact H₁.mul_mem h1 (H₁.inv_mem hx)
  have hcomm_mem_H₂ : x * y * x⁻¹ * y⁻¹ ∈ H₂ := by
    have h1 : y * x * y⁻¹ ∈ H₂ := hH₂.conj_mem y hx
    have h1' : x * y * x⁻¹ * y⁻¹ = x * (y * x * y⁻¹) * x⁻¹ := by
      simp [mul_assoc]
    rw [h1']
    exact hH₂.conj_mem x h1
  have hcomm_eq_one : x * y * x⁻¹ * y⁻¹ = 1 := by
    have hmem : x * y * x⁻¹ * y⁻¹ ∈ H₁ ⊓ H₂ := ⟨hcomm_mem_H₁, hcomm_mem_H₂⟩
    have hbot : H₁ ⊓ H₂ = ⊥ := disjoint_iff.mp hdis
    have hmem' : x * y * x⁻¹ * y⁻¹ ∈ (⊥ : Subgroup G) := by simpa [hbot] using hmem
    simpa using hmem'
  have h1 : x * y * x⁻¹ = y := by
    have := congrArg (fun z => z * y) hcomm_eq_one
    simpa [mul_assoc] using this
  have h2 : x * y = y * x := by
    have := congrArg (fun z => z * x) h1
    simpa [mul_assoc] using this
  exact h2
","FAIL","3","543"
"Basic.comp_liftAddHom.lean","import Mathlib

variable {α ι γ A B C : Type*} [AddCommMonoid A] [AddCommMonoid B] [AddCommMonoid C]

variable {t : ι → A → C}

variable {s : Finset α} {f : α → ι →₀ A} (i : ι)

variable (g : ι →₀ A) (k : ι → A → γ → B) (x : γ)

variable {β M M' N P G H R S : Type*}

theorem comp_liftAddHom [AddZeroClass M] [AddCommMonoid N] [AddCommMonoid P] (g : N →+ P)
    (f : α → M →+ N) :
    g.comp ((Finsupp.liftAddHom (α := α) (M := M) (N := N)) f) =
      (Finsupp.liftAddHom (α := α) (M := M) (N := P)) fun a => g.comp (f a) :=
  Finsupp.liftAddHom.symm_apply_eq.1 <|
    funext fun a => by
      rw [Finsupp.liftAddHom_symm_apply, AddMonoidHom.comp_assoc, Finsupp.liftAddHom_comp_single]
","import Mathlib

variable {α ι γ A B C : Type*} [AddCommMonoid A] [AddCommMonoid B] [AddCommMonoid C]

variable {t : ι → A → C}

variable {s : Finset α} {f : α → ι →₀ A} (i : ι)

variable (g : ι →₀ A) (k : ι → A → γ → B) (x : γ)

variable {β M M' N P G H R S : Type*}

theorem comp_liftAddHom [AddZeroClass M] [AddCommMonoid N] [AddCommMonoid P] (g : N →+ P)
    (f : α → M →+ N) :
    g.comp ((Finsupp.liftAddHom (α := α) (M := M) (N := N) f)) =
      Finsupp.liftAddHom (α := α) (M := M) (N := P) fun a => g.comp (f a) := by
  ext x a
  simp [Finsupp.liftAddHom_apply, AddMonoidHom.comp_apply]
","PASS","2","-91"
"Basic.comp_ne_one_iff.lean","import Mathlib

variable {I : Type u}

variable {α β γ : Type*}

variable {f : I → Type v₁} {g : I → Type v₂} {h : I → Type v₃}

variable (x y : ∀ i, f i) (i : I)

theorem comp_ne_one_iff [One β] [One γ] (f : α → β) {g : β → γ} (hg : Function.Injective g) (hg0 : g 1 = 1) :
    g ∘ f ≠ 1 ↔ f ≠ 1 := (Function.comp_eq_one_iff f hg hg0).ne
","import Mathlib

variable {I : Type u}

variable {α β γ : Type*}

variable {f : I → Type v₁} {g : I → Type v₂} {h : I → Type v₃}

variable (x y : ∀ i, f i) (i : I)

theorem comp_ne_one_iff [One β] [One γ] (f : α → β) {g : β → γ} (hg : Function.Injective g) (hg0 : g 1 = 1) :
    g ∘ f ≠ 1 ↔ f ≠ 1 := by
  constructor
  · intro h h'
    apply h
    funext a
    change g (f a) = 1
    rw [h']
    exact hg0
  · intro h h'
    apply h
    funext a
    apply hg
    have h'' : (g ∘ f) a = 1 := by
      exact congrFun h' a
    simpa [Function.comp, hg0] using h''
","PASS","3","222"
"Basic.conj_mem_conjugatesOfSet.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable {s : Set G}

theorem conj_mem_conjugatesOfSet {x c : G} :
    x ∈ Group.conjugatesOfSet s → c * x * c⁻¹ ∈ Group.conjugatesOfSet s := fun H => by
  rcases Group.mem_conjugatesOfSet_iff.1 H with ⟨a, h₁, h₂⟩
  exact Group.mem_conjugatesOfSet_iff.2 ⟨a, h₁, h₂.trans (isConj_iff.2 ⟨c, rfl⟩)⟩
","FAIL
import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable {s : Set G}

theorem conj_mem_conjugatesOfSet {x c : G} :
    x ∈ Group.conjugatesOfSet s → c * x * c⁻¹ ∈ Group.conjugatesOfSet s := by
  intro hx
  rcases hx with ⟨y, hy, hx⟩
  rcases hx with ⟨a, rfl⟩
  refine ⟨y, hy, c * a, ?_⟩
  simp [mul_assoc]
","FAIL","3","-33"
"Basic.conjugatesOfSet_subset.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable {s : Set G}

theorem conjugatesOfSet_subset {s : Set G} {N : Subgroup G} [N.Normal] (h : s ⊆ N) :
    Group.conjugatesOfSet s ⊆ N := Set.iUnion₂_subset fun _x H => Group.conjugates_subset_normal (h H)
","FAIL
import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable {s : Set G}

theorem conjugatesOfSet_subset {s : Set G} {N : Subgroup G} [N.Normal] (h : s ⊆ N) :
    Group.conjugatesOfSet s ⊆ N := by
  intro x hx
  rw [Group.mem_conjugatesOfSet_iff] at hx
  rcases hx with ⟨y, hy, g, rfl⟩
  exact N.conj_mem g (h hy)
","FAIL","3","57"
"Basic.conjugates_subset_normal.lean","import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable {s : Set G}

theorem conjugates_subset_normal {N : Subgroup G} [tn : N.Normal] {a : G} (h : a ∈ N) :
    conjugatesOf a ⊆ N := by
  rintro a hc
  obtain ⟨c, rfl⟩ := isConj_iff.1 hc
  exact tn.conj_mem a h c
","FAIL
import Mathlib

open scoped Int

variable {G G' G'' : Type*} [Group G] [Group G'] [Group G'']

variable {A : Type*} [AddGroup A]

variable {s : Set G}

theorem conjugates_subset_normal {N : Subgroup G} [tn : N.Normal] {a : G} (h : a ∈ N) :
    conjugatesOf a ⊆ N := by
  intro x hx
  rw [mem_conjugatesOf_iff] at hx
  rcases hx with ⟨g, rfl⟩
  exact Subgroup.Normal.conj_mem tn g h
","FAIL","3","41"
"Basic.d_map.lean","import Mathlib

variable {A B : CommRingCat.{u}} (M : ModuleCat.{v} B) (f : A ⟶ B)

variable (D : M.Derivation f)

theorem d_map (a : A) : D.d (f a) = 0 := letI := f.hom.toAlgebra
  letI := Module.compHom M f.hom
  D.map_algebraMap a
","import Mathlib

variable {A B : CommRingCat.{u}} (M : ModuleCat.{v} B) (f : A ⟶ B)

variable (D : M.Derivation f)

theorem d_map (a : A) : D.d (f a) = 0 := by
  simpa using D.map_algebraMap (R := A) a
","PASS","1","-33"
"Basic.direction_affineSpan_insert.lean","import Mathlib

variable {k : Type*} {V : Type*} {P : Type*} [Ring k] [AddCommGroup V] [Module k V]
  [AddTorsor V P]

theorem direction_affineSpan_insert {s : AffineSubspace k P} {p₁ p₂ : P} (hp₁ : p₁ ∈ s) :
    (affineSpan k (insert p₂ (s : Set P))).direction =
    Submodule.span k {p₂ -ᵥ p₁} ⊔ s.direction := by
  rw [sup_comm, ← Set.union_singleton, ← AffineSubspace.coe_affineSpan_singleton k V p₂]
  change (s ⊔ affineSpan k {p₂}).direction = _
  rw [AffineSubspace.direction_sup hp₁ (mem_affineSpan k (Set.mem_singleton _)), direction_affineSpan]
  simp
","import Mathlib

variable {k : Type*} {V : Type*} {P : Type*} [Ring k] [AddCommGroup V] [Module k V]
  [AddTorsor V P]

theorem direction_affineSpan_insert {s : AffineSubspace k P} {p₁ p₂ : P} (hp₁ : p₁ ∈ s) :
    (affineSpan k (insert p₂ (s : Set P))).direction =
    Submodule.span k {p₂ -ᵥ p₁} ⊔ s.direction := by
  rw [AffineSubspace.direction_affineSpan_insert hp₁]
","PASS","1","-192"
"Basic.direction_affineSpan_pair_le_iff_exists_smul.lean","import Mathlib

variable {k : Type*} {V : Type*} {P : Type*} [Ring k] [AddCommGroup V] [Module k V]

variable [AddTorsor V P]

theorem direction_affineSpan_pair_le_iff_exists_smul {p₁ q₁ p₂ q₂ : P} :
    line[k, p₁, q₁].direction ≤ line[k, p₂, q₂].direction ↔ ∃ z : k, z • (q₂ -ᵥ p₂) = q₁ -ᵥ p₁ := by
  rw [direction_affineSpan, direction_affineSpan, vectorSpan_pair_rev, vectorSpan_pair_rev,
    Submodule.span_singleton_le_iff_mem, Submodule.mem_span_singleton]
","FAIL
import Mathlib

variable {k : Type*} {V : Type*} {P : Type*} [Ring k] [AddCommGroup V] [Module k V]

variable [AddTorsor V P]

theorem direction_affineSpan_pair_le_iff_exists_smul {p₁ q₁ p₂ q₂ : P} :
    line[k, p₁, q₁].direction ≤ line[k, p₂, q₂].direction ↔ ∃ z : k, z • (q₂ -ᵥ p₂) = q₁ -ᵥ p₁ := by
  constructor
  · intro h
    have hq : q₁ ∈ line[k, p₁, q₁] := by
      exact AffineSubspace.right_mem_affineSpan_pair k p₁ q₁
    have hp : p₁ ∈ line[k, p₁, q₁] := by
      exact AffineSubspace.left_mem_affineSpan_pair k p₁ q₁
    have hmem : q₁ -ᵥ p₁ ∈ line[k, p₂, q₂].direction :=
      h (line[k, p₁, q₁]).vsub_mem_direction hq hp
    rw [AffineSubspace.mem_direction_iff_eq_vsub_right] at hmem
    rcases hmem with ⟨r, hr, hrv⟩
    rw [AffineSubspace.mem_line_iff_eq_smul_vsub p₂ q₂ r] at hr
    rcases hr with ⟨z, hz⟩
    refine ⟨z, ?_⟩
    rw [hz] at hrv
    simpa [vsub_vadd]
      using hrv
  · rintro ⟨z, hz⟩
    intro v hv
    rw [AffineSubspace.mem_direction_iff_eq_vsub_right] at hv ⊢
    rcases hv with ⟨r, hr, hvr⟩
    refine ⟨r, hr, ?_⟩
    rw [AffineSubspace.mem_line_iff_eq_smul_vsub p₂ q₂ r]
    refine ⟨1, by simp⟩
    rw [hvr, ← hz]
    simp [smul_smul]
","FAIL","3","718"
"Basic.direction_sup_eq_sup_direction.lean","import Mathlib

variable {k : Type*} {V : Type*} {P : Type*} [Ring k] [AddCommGroup V] [Module k V]
  [AddTorsor V P]

theorem direction_sup_eq_sup_direction {s₁ s₂ : AffineSubspace k P} {p : P} (hp₁ : p ∈ s₁)
    (hp₂ : p ∈ s₂) : (s₁ ⊔ s₂).direction = s₁.direction ⊔ s₂.direction := by
  rw [AffineSubspace.direction_sup hp₁ hp₂]
  simp
","FAIL
import Mathlib

variable {k : Type*} {V : Type*} {P : Type*} [Ring k] [AddCommGroup V] [Module k V]
  [AddTorsor V P]

theorem direction_sup_eq_sup_direction {s₁ s₂ : AffineSubspace k P} {p : P} (hp₁ : p ∈ s₁)
    (hp₂ : p ∈ s₂) : (s₁ ⊔ s₂).direction = s₁.direction ⊔ s₂.direction := by
  let e : AffineSubspace k P ≃o Submodule k V := AffineSubspace.comap p
  have hs1 : e s₁ = s₁.direction := by
    ext v
    simp [e, hp₁, AffineSubspace.mem_comap]
  have hs2 : e s₂ = s₂.direction := by
    ext v
    simp [e, hp₂, AffineSubspace.mem_comap]
  have hsup : e (s₁ ⊔ s₂) = s₁.direction ⊔ s₂.direction := by
    rw [OrderIso.map_sup, hs1, hs2]
  have hp : p ∈ s₁ ⊔ s₂ := by exact Or.inl hp₁
  have hsdir : e (s₁ ⊔ s₂) = (s₁ ⊔ s₂).direction := by
    ext v
    simp [e, hp, AffineSubspace.mem_comap]
  rw [← hsdir, hsup]
","FAIL","3","486"
